PLAYER,TEAM,YEAR,GP,MIN,PTS,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV
Chris Paul,NOK,2005,78,36.0,16.1,5.2,12.1,0.6,2.3,5.1,6.0,0.8,4.3,7.8,2.2,0.1,2.3
Kirk Hinrich,CHI,2005,81,36.5,15.9,5.6,13.3,1.6,4.2,3.2,3.9,0.4,3.2,6.3,1.2,0.3,2.3
Dwight Howard,ORL,2005,82,36.8,15.8,5.7,10.7,0.0,0.0,4.3,7.3,3.5,9.0,1.5,0.8,1.4,2.6
Zydrunas Ilgauskas,CLE,2005,78,29.3,15.6,5.8,11.4,0.0,0.1,4.1,4.9,3.1,4.4,1.2,0.5,1.7,2.0
Rasheed Wallace,DET,2005,80,34.8,15.1,5.7,13.3,1.9,5.4,1.7,2.3,1.1,5.7,2.3,1.0,1.6,1.1
Brad Miller,SAC,2005,79,37.0,15.0,5.5,11.1,0.4,1.1,3.5,4.3,1.5,6.2,4.7,0.8,0.8,2.3
Hedo Turkoglu,ORL,2005,78,33.5,14.9,5.1,11.2,1.5,3.6,3.3,3.8,0.9,3.4,2.8,0.9,0.3,1.7
Lamar Odom,LAL,2005,80,40.3,14.8,5.6,11.6,1.0,2.7,2.7,3.9,2.3,7.0,5.5,0.9,0.8,2.7
Cuttino Mobley,LAC,2005,79,37.7,14.8,5.4,12.8,1.1,3.1,2.9,3.5,0.6,3.7,3.0,1.2,0.5,1.8
Raja Bell,PHX,2005,79,37.5,14.7,5.4,11.8,2.5,5.6,1.5,1.8,0.6,2.6,2.6,1.0,0.3,1.1
Steve Francis,NYK,2005,70,34.2,14.4,4.8,10.9,0.4,1.2,4.5,5.7,1.1,3.1,4.9,1.1,0.2,3.1
Jamal Crawford,NYK,2005,79,32.3,14.3,4.6,11.1,1.3,3.7,3.7,4.5,0.5,2.7,3.8,1.1,0.2,2.2
Luol Deng,CHI,2005,78,33.4,14.3,5.7,12.2,0.3,1.0,2.7,3.5,1.6,5.0,1.9,0.9,0.6,1.3
Tayshaun Prince,DET,2005,82,35.3,14.1,5.5,12.2,0.8,2.2,2.2,2.9,1.3,3.0,2.3,0.8,0.5,1.1
Troy Murphy,GSW,2005,74,34.0,14.0,4.9,11.3,0.8,2.4,3.4,4.3,2.6,7.4,1.4,0.6,0.4,1.5
Andre Miller,DEN,2005,82,35.8,13.7,4.9,10.6,0.1,0.3,3.8,5.2,1.1,3.2,8.2,1.3,0.2,3.1
Mike Miller,MEM,2005,74,30.6,13.7,4.8,10.3,1.9,4.6,2.3,2.8,0.6,4.8,2.7,0.7,0.4,1.9
Eddy Curry,NYK,2005,72,25.9,13.6,4.7,8.3,0.0,0.0,4.3,6.8,2.0,4.0,0.3,0.4,0.8,2.5
Nenad Krstic,NJN,2005,80,30.9,13.5,5.6,11.0,0.0,0.1,2.3,3.3,2.3,4.1,1.1,0.4,0.8,1.7
Bobby Simmons,MIL,2005,75,33.8,13.4,4.9,10.8,1.4,3.3,2.2,2.7,1.2,3.2,2.3,1.1,0.3,1.6
Boris Diaw,PHX,2005,81,35.5,13.3,5.5,10.5,0.1,0.4,2.1,2.9,2.0,4.9,6.2,0.7,1.0,2.3
Jason Kidd,NJN,2005,80,37.2,13.3,4.6,11.3,1.7,4.9,2.4,3.1,1.1,6.2,8.4,1.9,0.4,2.4
Derek Fisher,GSW,2005,82,31.6,13.3,4.4,10.8,1.4,3.6,3.0,3.6,0.4,2.1,4.3,1.5,0.1,1.9
Charlie Villanueva,TOR,2005,81,29.1,13.0,5.4,11.6,0.9,2.6,1.4,2.0,2.2,4.2,1.1,0.7,0.8,1.2
Andres Nocioni,CHI,2005,82,27.3,13.0,4.7,10.1,1.1,2.9,2.5,3.0,1.1,5.0,1.4,0.5,0.6,1.5
Matt Harpring,UTA,2005,71,27.4,12.5,4.5,9.5,0.2,0.5,3.2,4.4,2.2,3.0,1.4,0.8,0.2,1.5
Primoz Brezec,CHA,2005,79,27.4,12.4,5.2,10.0,0.0,0.0,2.1,2.8,2.3,3.3,0.6,0.2,0.4,1.1
Jalen Rose,NYK,2005,72,27.5,12.3,4.0,9.5,0.8,2.4,3.4,4.4,0.4,2.5,2.5,0.4,0.2,1.6
Shareef Abdur-Rahim,SAC,2005,72,27.2,12.3,4.6,8.8,0.1,0.3,3.0,3.9,1.5,3.5,2.1,0.7,0.6,1.5
Juan Dixon,POR,2005,76,25.3,12.3,4.7,10.8,0.9,2.2,2.1,2.6,0.4,1.9,2.0,0.8,0.1,1.5
Andre Iguodala,PHI,2005,82,37.6,12.3,4.2,8.4,0.7,1.9,3.2,4.3,1.4,4.4,3.1,1.6,0.3,1.9
Speedy Claxton,NOK,2005,71,28.4,12.3,4.3,10.4,0.2,0.9,3.5,4.5,0.5,2.2,4.8,1.5,0.1,2.2
Antoine Walker,MIA,2005,82,26.8,12.2,4.8,11.0,1.7,4.7,1.0,1.6,1.3,3.9,2.0,0.6,0.4,1.8
T.J. Ford,MIL,2005,72,35.5,12.2,4.6,11.0,0.5,1.4,2.6,3.4,0.9,3.4,6.6,1.4,0.1,3.0
Ruben Patterson,DEN,2005,71,25.3,12.1,4.6,8.9,0.0,0.2,2.9,4.8,1.7,1.8,1.8,1.1,0.3,2.1
Chris Kaman,LAC,2005,78,32.8,11.9,4.7,9.1,0.0,0.0,2.5,3.2,2.4,7.2,1.0,0.6,1.4,2.3
Raymond Felton,CHA,2005,80,30.1,11.9,4.3,11.0,1.2,3.4,2.0,2.8,1.0,2.4,5.6,1.3,0.1,2.3
Eddie Jones,MEM,2005,75,32.5,11.8,3.9,9.6,1.8,5.0,2.2,2.9,0.5,3.3,2.4,1.7,0.4,1.2
Juwan Howard,HOU,2005,80,31.7,11.8,4.9,10.7,0.0,0.1,1.9,2.4,2.1,4.6,1.4,0.6,0.1,1.7
Delonte West,BOS,2005,71,34.1,11.8,4.7,9.6,1.2,3.1,1.2,1.4,0.8,3.3,4.6,1.2,0.6,1.9
Zaza Pachulia,ATL,2005,78,31.4,11.7,3.9,8.7,0.0,0.0,3.8,5.2,3.4,4.5,1.7,1.1,0.5,2.3
Luke Ridnour,SEA,2005,79,33.2,11.5,4.2,10.1,0.5,1.9,2.5,2.9,0.6,2.4,7.0,1.6,0.3,2.1
Mike Dunleavy,GSW,2005,81,31.8,11.5,4.1,10.1,0.9,3.2,2.4,3.1,1.0,4.0,2.9,0.7,0.4,1.5
Smush Parker,LAL,2005,82,33.8,11.5,4.2,9.5,1.5,4.0,1.5,2.2,0.5,2.9,3.7,1.7,0.2,1.8
Kyle Korver,PHI,2005,82,31.3,11.5,4.0,9.3,2.2,5.3,1.2,1.5,0.3,3.0,2.0,0.8,0.3,1.2
Bobby Jackson,MEM,2005,71,25.0,11.4,4.0,10.5,1.8,4.7,1.5,2.1,0.6,2.5,2.7,0.9,0.0,1.4
Mark Blount,MIN,2005,81,27.7,11.3,4.6,9.1,0.0,0.0,2.1,2.7,1.2,3.3,1.2,0.5,0.9,2.4
Josh Smith,ATL,2005,80,32.0,11.3,4.1,9.7,0.4,1.4,2.6,3.7,2.2,4.4,2.4,0.8,2.6,2.0
Flip Murray,CLE,2005,76,27.8,11.2,4.2,10.1,0.5,1.9,2.3,3.2,0.4,1.6,2.6,0.9,0.1,1.8
DeShawn Stevenson,ORL,2005,82,32.3,11.0,4.4,9.5,0.0,0.2,2.2,3.0,0.7,2.2,2.0,0.7,0.2,1.5
Desmond Mason,NOK,2005,70,30.0,10.8,3.9,9.9,0.0,0.1,2.9,4.3,0.9,3.3,0.9,0.6,0.2,1.6
Kevin Martin,SAC,2005,72,26.6,10.8,3.6,7.6,0.9,2.5,2.6,3.1,0.8,2.8,1.3,0.8,0.1,1.1
Deron Williams,UTA,2005,80,28.8,10.8,4.2,10.1,1.1,2.7,1.2,1.7,0.4,2.0,4.5,0.8,0.2,1.8
Drew Gooden,CLE,2005,79,27.5,10.7,4.2,8.3,0.0,0.0,2.2,3.3,3.0,5.4,0.7,0.7,0.6,1.3
Jumaine Jones,CHA,2005,76,27.5,10.5,3.9,9.7,1.5,4.4,1.2,1.6,1.4,3.6,0.8,0.9,0.3,1.0
Michael Finley,SAS,2005,77,26.5,10.1,3.7,9.0,1.4,3.6,1.3,1.5,0.4,2.8,1.5,0.5,0.1,0.8
Shane Battier,MEM,2005,81,35.0,10.1,3.7,7.7,0.8,2.0,1.8,2.6,2.0,3.3,1.7,1.1,1.4,1.1
Josh Childress,ATL,2005,74,30.4,10.0,3.8,6.8,0.4,0.9,2.1,2.7,1.8,3.4,1.8,1.2,0.5,1.4
David Wesley,HOU,2005,71,33.4,9.9,3.2,7.9,1.4,3.8,2.1,2.6,0.3,2.2,2.9,0.8,0.1,1.7
Eddie House,PHX,2005,81,17.5,9.8,4.0,9.4,1.5,3.9,0.4,0.5,0.2,1.4,1.8,0.5,0.1,0.9
Vladimir Radmanovic,LAC,2005,77,25.6,9.8,3.4,8.4,1.8,4.6,1.2,1.5,0.8,3.8,1.8,0.8,0.4,1.2
Antonio Daniels,WAS,2005,80,28.5,9.6,2.9,6.9,0.3,1.3,3.6,4.2,0.2,1.9,3.6,0.7,0.1,1.1
Chucky Atkins,MEM,2005,71,24.1,9.5,3.2,8.1,1.4,3.9,1.8,2.3,0.3,1.4,2.8,0.6,0.0,1.2
Andrew Bogut,MIL,2005,82,28.6,9.4,3.9,7.4,0.0,0.0,1.5,2.4,2.3,4.7,2.3,0.6,0.8,1.5
Udonis Haslem,MIA,2005,81,30.8,9.3,3.7,7.3,0.0,0.0,1.9,2.5,2.1,5.8,1.2,0.6,0.2,1.0
James Jones,PHX,2005,75,23.6,9.3,3.2,7.7,1.5,3.8,1.4,1.6,0.6,2.8,0.8,0.5,0.7,0.5
Nate Robinson,NYK,2005,72,21.4,9.3,3.2,7.8,0.8,2.0,2.1,2.8,0.8,1.5,2.0,0.8,0.0,1.6
Donyell Marshall,CLE,2005,81,25.6,9.3,3.3,8.3,1.6,4.9,1.1,1.5,1.3,4.8,0.7,0.7,0.5,1.1
Trenton Hassell,MIN,2005,77,32.6,9.2,3.7,8.0,0.1,0.3,1.7,2.3,1.1,1.7,2.6,0.6,0.4,1.6
Anthony Johnson,IND,2005,75,26.4,9.2,3.6,8.0,0.7,2.1,1.4,1.9,0.4,1.8,4.3,0.8,0.3,1.5
Jamaal Magloire,MIL,2005,82,30.1,9.2,3.5,7.5,0.0,0.0,2.2,4.1,2.7,6.8,0.7,0.4,1.0,2.0
Kenny Thomas,SAC,2005,82,28.0,9.1,3.7,7.4,0.0,0.0,1.7,2.5,2.4,5.1,2.0,0.9,0.5,1.6
P.J. Brown,NOK,2005,75,31.7,9.0,3.6,7.8,0.0,0.0,1.9,2.2,2.4,4.9,1.2,0.6,0.7,1.2
Earl Watson,SEA,2005,70,22.5,8.9,3.1,7.3,1.6,3.9,1.1,1.6,0.3,1.9,4.1,1.0,0.1,1.9
Luther Head,HOU,2005,80,28.9,8.8,3.2,7.9,1.4,3.9,1.1,1.5,0.4,2.9,2.7,1.1,0.1,1.5
Chris Duhon,CHI,2005,74,29.1,8.7,2.9,7.3,1.4,3.8,1.6,1.9,0.4,2.6,5.0,0.9,0.0,1.6
Rasual Butler,NOK,2005,79,23.7,8.7,3.3,8.0,1.2,3.1,1.0,1.4,0.6,2.3,0.5,0.4,0.6,0.8
Keith Bogans,HOU,2005,72,26.6,8.6,3.0,7.6,0.9,2.8,1.8,2.6,0.8,2.8,1.8,1.0,0.1,1.3
Marvin Williams,ATL,2005,79,24.7,8.5,3.0,6.7,0.2,0.7,2.4,3.2,1.5,3.3,0.8,0.6,0.3,1.1
Chris Wilcox,SEA,2005,77,19.9,8.1,3.3,5.8,0.0,0.0,1.5,2.0,1.5,3.8,0.7,0.4,0.4,0.9
Rashad McCants,MIN,2005,79,17.2,7.9,3.1,6.8,0.8,2.3,1.0,1.3,0.4,1.4,0.8,0.6,0.3,1.1
Brian Cook,LAL,2005,81,19.0,7.9,3.2,6.3,0.4,1.0,1.0,1.2,1.1,2.3,0.9,0.5,0.4,0.8
Tony Battie,ORL,2005,82,27.0,7.9,3.4,6.7,0.0,0.1,1.1,1.6,1.8,3.8,0.6,0.6,0.8,1.1
Marko Jaric,MIN,2005,75,28.0,7.8,3.0,7.5,0.5,1.8,1.3,1.8,0.8,2.3,3.9,1.4,0.3,1.7
Raef LaFrentz,BOS,2005,82,24.8,7.8,2.9,6.7,1.4,3.5,0.6,0.9,1.0,4.0,1.4,0.4,0.9,0.8
Antonio McDyess,DET,2005,82,21.1,7.8,3.5,6.8,0.0,0.0,0.8,1.5,1.9,3.4,1.1,0.6,0.6,0.9
Gary Payton,MIA,2005,81,28.5,7.7,2.8,6.8,0.8,2.8,1.2,1.6,0.4,2.5,3.2,0.9,0.1,1.3
Matt Carroll,CHA,2005,78,16.3,7.6,2.5,6.1,0.9,2.4,1.8,2.2,0.4,1.6,0.4,0.6,0.1,0.6
Bruce Bowen,SAS,2005,82,33.6,7.5,2.8,6.5,1.3,3.0,0.6,1.0,0.4,3.5,1.5,1.0,0.4,0.8
John Salmons,PHI,2005,82,25.1,7.5,2.7,6.4,0.3,1.1,1.9,2.4,0.6,2.1,2.7,0.9,0.2,1.5
Devin Brown,UTA,2005,81,21.1,7.5,2.6,6.5,0.5,1.5,2.0,2.6,0.9,1.7,1.3,0.5,0.2,1.2
Danny Granger,IND,2005,78,22.6,7.5,2.8,6.1,0.4,1.2,1.5,1.9,1.7,3.2,1.2,0.7,0.8,1.0
Matt Bonner,TOR,2005,78,21.9,7.5,2.7,6.0,1.3,3.1,0.8,1.0,1.1,2.5,0.7,0.6,0.4,0.4
Kwame Brown,LAL,2005,72,27.5,7.4,2.8,5.4,0.0,0.0,1.8,3.3,2.5,4.0,1.0,0.4,0.6,1.4
Sarunas Jasikevicius,IND,2005,75,20.8,7.3,2.3,5.7,1.1,3.1,1.6,1.8,0.3,1.8,3.0,0.5,0.1,1.5
Ben Wallace,DET,2005,82,35.2,7.3,2.9,5.7,0.0,0.0,1.5,3.6,3.7,7.6,1.9,1.8,2.2,1.1
Brendan Haywood,WAS,2005,79,23.8,7.3,2.8,5.5,0.0,0.0,1.7,2.8,2.5,3.4,0.6,0.4,1.3,1.2
Clifford Robinson,NJN,2005,80,23.3,6.9,2.7,6.4,0.8,2.2,0.7,1.0,0.7,2.7,1.1,0.6,0.5,0.8
Damon Jones,CLE,2005,82,25.5,6.7,2.3,6.0,1.7,4.5,0.4,0.6,0.2,1.5,2.1,0.5,0.0,0.7
Greg Buckner,DEN,2005,73,24.1,6.7,2.5,5.7,1.2,3.3,0.6,0.8,0.4,2.4,1.7,1.2,0.3,0.7
Joey Graham,TOR,2005,80,19.8,6.7,2.5,5.2,0.4,1.1,1.4,1.7,0.7,2.3,0.8,0.5,0.2,1.2
Jarrett Jack,POR,2005,79,20.2,6.7,2.4,5.4,0.3,1.0,1.6,2.0,0.2,1.8,2.8,0.5,0.0,1.3
Damien Wilkins,SEA,2005,82,18.6,6.5,2.4,5.3,0.2,0.7,1.7,2.0,1.0,1.4,1.3,0.9,0.1,1.0
Jared Jeffries,WAS,2005,77,25.3,6.4,2.4,5.4,0.2,0.6,1.3,2.2,2.1,2.8,1.9,0.8,0.6,1.3
Devean George,LAL,2005,71,21.7,6.3,2.4,6.0,0.7,2.3,0.8,1.2,1.2,2.7,1.0,0.9,0.5,0.8
Milt Palacio,UTA,2005,71,19.4,6.2,2.4,5.7,0.0,0.2,1.4,2.1,0.2,1.6,2.7,0.7,0.2,1.5
Nazr Mohammed,SAS,2005,80,17.4,6.2,2.4,4.7,0.0,0.0,1.4,1.8,2.0,3.2,0.5,0.3,0.6,1.1
Carlos Arroyo,ORL,2005,77,15.5,5.8,2.2,4.9,0.1,0.3,1.4,1.8,0.4,1.3,3.0,0.5,0.1,1.1
Brent Barry,SAS,2005,74,17.0,5.8,2.1,4.7,1.1,2.7,0.5,0.8,0.4,1.8,1.7,0.5,0.4,0.7
Lorenzen Wright,MEM,2005,78,21.7,5.8,2.5,5.2,0.0,0.0,0.8,1.5,1.8,3.2,0.6,0.7,0.6,0.9
Erick Dampier,DAL,2005,82,23.6,5.7,2.1,4.2,0.0,0.0,1.5,2.6,3.3,4.5,0.6,0.3,1.3,1.4
Tyson Chandler,CHI,2005,79,26.8,5.3,2.0,3.6,0.0,0.0,1.2,2.4,3.4,5.7,1.0,0.5,1.3,1.6
Jarron Collins,UTA,2005,79,21.9,5.3,1.6,3.5,0.0,0.0,2.0,2.8,1.7,2.5,1.2,0.5,0.3,0.8
Dan Gadzuric,MIL,2005,74,12.0,5.2,2.3,4.2,0.0,0.0,0.6,1.2,1.2,1.9,0.3,0.3,0.6,0.5
Maurice Evans,DET,2005,80,14.2,5.0,1.9,4.3,0.5,1.5,0.7,0.8,1.0,1.1,0.8,0.5,0.2,0.5
Francisco Elson,DEN,2005,72,21.9,4.9,2.1,3.9,0.0,0.1,0.7,1.0,1.4,3.3,0.7,0.8,0.6,0.9
Othella Harrington,CHI,2005,72,11.4,4.8,1.9,3.8,0.0,0.0,1.1,1.7,0.8,1.4,0.5,0.1,0.2,0.8
Eric Snow,CLE,2005,82,28.7,4.8,2.0,4.9,0.0,0.1,0.8,1.1,0.5,2.0,4.2,0.9,0.2,1.4
Etan Thomas,WAS,2005,71,15.8,4.7,1.8,3.5,0.0,0.0,1.1,1.8,1.4,2.5,0.2,0.3,1.0,0.7
Eddie Griffin,MIN,2005,70,19.4,4.6,1.9,5.3,0.2,1.2,0.6,1.1,1.5,4.0,0.6,0.2,2.1,0.6
Rasho Nesterovic,SAS,2005,80,18.9,4.5,2.2,4.2,0.0,0.0,0.2,0.4,1.4,2.4,0.4,0.3,1.1,0.7
Justin Reed,MIN,2005,72,13.8,4.5,1.7,4.1,0.0,0.0,1.2,1.7,0.7,1.0,0.6,0.3,0.2,0.7
Adonal Foyle,GSW,2005,77,23.7,4.5,2.0,3.9,0.0,0.0,0.5,0.9,1.9,3.6,0.4,0.6,1.6,1.0
Malik Rose,NYK,2005,72,15.5,4.4,1.5,3.9,0.0,0.0,1.5,1.9,1.2,2.4,0.9,0.6,0.2,1.1
Dahntay Jones,MEM,2005,71,13.6,4.0,1.5,3.7,0.0,0.3,0.8,1.3,0.3,1.2,0.5,0.5,0.2,0.7
Sasha Vujacic,LAL,2005,82,17.7,3.9,1.3,3.8,0.7,2.1,0.6,0.6,0.4,1.5,1.7,0.6,0.0,0.6
Jason Collins,NJN,2005,71,26.7,3.6,1.5,3.7,0.0,0.2,0.6,1.2,1.3,3.5,1.0,0.6,0.6,0.9
Royal Ivey,ATL,2005,73,13.4,3.6,1.6,3.6,0.1,0.1,0.3,0.5,0.4,0.9,1.0,0.3,0.1,0.3
Jacque Vaughn,NJN,2005,80,15.4,3.4,1.3,3.1,0.0,0.1,0.7,1.0,0.2,0.9,1.5,0.5,0.0,0.7
Orien Greene,BOS,2005,80,15.4,3.2,1.3,3.2,0.1,0.5,0.6,0.9,0.5,1.4,1.6,1.0,0.1,1.4
Brian Scalabrine,BOS,2005,71,13.2,2.9,1.0,2.7,0.4,1.2,0.4,0.5,0.4,1.2,0.7,0.3,0.3,0.7
Kevin Ollie,PHI,2005,70,15.3,2.7,1.1,2.5,0.0,0.0,0.6,0.7,0.2,1.2,1.4,0.5,0.0,0.4
DeSagana Diop,DAL,2005,81,18.6,2.3,0.9,1.9,0.0,0.0,0.5,0.9,1.8,2.8,0.3,0.5,1.8,0.4
Michael Ruffin,WAS,2005,76,13.3,1.4,0.4,1.0,0.0,0.0,0.5,1.0,1.6,2.0,0.4,0.4,0.4,0.5
Kobe Bryant,LAL,2006,77,40.8,31.6,10.6,22.8,1.8,5.2,8.7,10.0,1.0,4.7,5.4,1.4,0.5,3.3
Carmelo Anthony,DEN,2006,65,38.2,28.9,10.6,22.4,0.6,2.3,7.1,8.7,2.2,3.8,3.8,1.2,0.4,3.6
Gilbert Arenas,WAS,2006,74,39.8,28.4,8.7,20.9,2.8,7.9,8.2,9.7,0.8,3.7,6.0,1.9,0.2,3.2
LeBron James,CLE,2006,78,40.9,27.3,9.9,20.8,1.3,4.0,6.3,9.0,1.1,5.7,6.0,1.6,0.7,3.2
Michael Redd,MIL,2006,53,38.4,26.7,9.0,19.3,2.2,5.8,6.5,7.8,0.8,2.9,2.3,1.2,0.2,2.3
Ray Allen,SEA,2006,55,40.3,26.4,9.2,21.0,3.0,8.1,5.1,5.6,1.0,3.5,4.1,1.5,0.2,2.8
Allen Iverson,DEN,2006,65,42.5,26.3,8.9,20.2,1.0,3.0,7.5,9.4,0.4,2.6,7.2,1.9,0.2,4.1
Vince Carter,NJN,2006,82,38.1,25.2,8.9,19.5,1.9,5.3,5.6,7.0,1.4,4.6,4.8,1.0,0.4,2.6
Joe Johnson,ATL,2006,57,41.4,25.0,9.4,20.0,2.1,5.5,4.1,5.5,0.9,3.3,4.4,1.1,0.2,3.1
Tracy McGrady,HOU,2006,71,35.8,24.6,9.0,20.8,1.8,5.4,4.9,6.9,0.8,4.5,6.5,1.3,0.5,3.0
Dirk Nowitzki,DAL,2006,78,36.2,24.6,8.6,17.2,0.9,2.2,6.4,7.1,1.6,7.3,3.4,0.7,0.8,2.1
Zach Randolph,POR,2006,68,35.7,23.6,8.8,18.9,0.2,0.7,5.8,7.1,2.9,7.2,2.2,0.8,0.2,3.2
Chris Bosh,TOR,2006,69,38.5,22.6,7.9,15.9,0.2,0.5,6.7,8.6,2.7,8.0,2.5,0.6,1.3,2.6
Kevin Garnett,MIN,2006,76,39.4,22.4,8.4,17.6,0.2,0.7,5.5,6.6,2.4,10.4,4.1,1.2,1.7,2.7
Ben Gordon,CHI,2006,82,33.0,21.4,7.4,16.3,1.9,4.6,4.6,5.4,0.4,2.7,3.6,0.8,0.2,3.0
Carlos Boozer,UTA,2006,74,34.6,20.9,8.7,15.6,0.0,0.0,3.4,5.0,3.2,8.5,3.0,0.9,0.3,2.6
Elton Brand,LAC,2006,80,38.5,20.5,8.1,15.1,0.0,0.0,4.4,5.8,3.4,6.0,2.9,1.0,2.2,2.5
Amar'e Stoudemire,PHX,2006,82,32.8,20.4,7.4,12.9,0.0,0.0,5.6,7.1,2.7,6.9,1.0,1.0,1.3,2.8
Kevin Martin,SAC,2006,80,35.2,20.2,6.3,13.3,1.6,4.2,6.0,7.1,0.9,3.4,2.2,1.2,0.1,1.7
Tim Duncan,SAS,2006,80,34.1,20.0,7.7,14.1,0.0,0.1,4.5,7.1,2.7,7.9,3.4,0.8,2.4,2.8
Antawn Jamison,WAS,2006,70,38.0,19.8,7.3,16.3,2.0,5.4,3.2,4.4,1.9,6.1,1.9,1.1,0.5,1.5
Richard Hamilton,DET,2006,75,36.8,19.8,7.3,15.6,0.6,1.7,4.6,5.4,1.0,2.8,3.8,0.8,0.2,2.1
Eddy Curry,NYK,2006,81,35.2,19.5,7.2,12.5,0.0,0.0,5.0,8.1,2.4,4.6,0.8,0.4,0.5,3.6
Josh Howard,DAL,2006,70,35.1,18.9,7.0,15.4,1.3,3.4,3.5,4.2,1.9,4.9,1.8,1.2,0.8,1.8
Metta World Peace,SAC,2006,70,37.7,18.8,6.5,14.9,1.3,3.7,4.4,5.9,1.5,5.0,3.4,2.1,0.6,2.1
Luol Deng,CHI,2006,82,37.5,18.8,7.7,14.9,0.0,0.1,3.4,4.4,1.8,5.3,2.5,1.2,0.6,1.9
Steve Nash,PHX,2006,76,35.3,18.6,6.8,12.8,2.1,4.5,2.9,3.3,0.4,3.1,11.6,0.8,0.1,3.8
Tony Parker,SAS,2006,77,32.5,18.6,7.4,14.2,0.2,0.5,3.6,4.5,0.4,2.8,5.5,1.1,0.1,2.5
Mike Miller,MEM,2006,70,39.1,18.5,6.6,14.4,2.9,7.1,2.3,2.9,0.7,4.7,4.3,0.8,0.3,2.6
Andre Iguodala,PHI,2006,76,40.3,18.2,5.8,13.0,0.6,2.0,5.9,7.3,1.0,4.7,5.7,2.0,0.4,3.4
Gerald Wallace,CHA,2006,72,36.7,18.1,6.6,13.2,0.5,1.7,4.3,6.2,2.0,5.2,2.6,2.0,1.0,2.2
Leandro Barbosa,PHX,2006,80,32.7,18.1,6.6,13.9,2.4,5.5,2.5,2.9,0.3,2.4,4.0,1.2,0.2,1.8
Dwight Howard,ORL,2006,82,36.9,17.6,6.4,10.6,0.0,0.0,4.8,8.1,3.5,8.8,1.9,0.9,1.9,3.9
Mehmet Okur,UTA,2006,80,33.3,17.6,6.1,13.3,1.6,4.2,3.7,4.8,2.0,5.2,2.0,0.5,0.5,1.6
Shawn Marion,PHX,2006,80,37.6,17.5,7.0,13.4,1.0,3.2,2.5,3.1,2.2,7.7,1.7,2.0,1.5,1.4
Mike Bibby,SAC,2006,82,34.0,17.1,5.7,14.2,2.1,5.9,3.5,4.2,0.5,2.7,4.7,1.1,0.1,2.4
Chauncey Billups,DET,2006,70,36.2,17.0,5.0,11.6,1.6,4.5,5.5,6.2,0.3,3.1,7.2,1.2,0.2,2.0
Ricky Davis,MIN,2006,81,37.3,17.0,6.2,13.4,1.5,3.8,3.0,3.5,0.7,3.2,4.8,1.0,0.3,2.6
Corey Maggette,LAC,2006,75,30.5,16.9,4.9,10.8,0.2,0.9,6.9,8.4,1.2,4.7,2.8,0.9,0.2,2.7
Jason Terry,DAL,2006,81,35.1,16.7,6.3,13.1,2.0,4.6,2.0,2.5,0.5,2.3,5.2,1.0,0.2,1.9
Kirk Hinrich,CHI,2006,80,35.5,16.6,5.9,13.3,1.8,4.2,3.0,3.6,0.4,3.0,6.3,1.3,0.3,2.4
Manu Ginobili,SAS,2006,75,27.5,16.5,5.3,11.4,1.7,4.3,4.3,5.0,0.8,3.6,3.5,1.5,0.4,2.1
Monta Ellis,GSW,2006,77,34.3,16.5,6.2,13.1,0.5,1.9,3.5,4.6,0.8,2.4,4.1,1.7,0.3,2.9
Al Harrington,GSW,2006,78,32.9,16.5,6.3,13.9,1.6,3.8,2.2,3.1,1.9,4.4,1.9,0.8,0.3,2.2
Josh Smith,ATL,2006,72,36.8,16.4,6.1,13.8,0.5,2.1,3.7,5.4,2.3,6.3,3.3,1.4,2.9,3.2
Stephon Marbury,NYK,2006,74,37.1,16.4,5.3,12.9,1.7,4.7,4.0,5.2,0.5,2.4,5.4,1.0,0.1,2.4
Deron Williams,UTA,2006,80,36.9,16.2,6.2,13.5,1.0,3.2,2.8,3.7,0.5,2.8,9.3,1.0,0.2,3.1
Stephen Jackson,GSW,2006,75,33.1,15.5,5.5,12.6,1.3,4.1,3.2,4.0,0.8,2.1,3.8,1.1,0.5,2.4
Larry Hughes,CLE,2006,70,37.1,14.9,5.4,13.6,1.1,3.2,3.0,4.4,0.6,3.2,3.7,1.3,0.4,2.2
Ruben Patterson,MIL,2006,81,31.0,14.7,5.9,10.7,0.0,0.2,3.0,4.6,2.3,3.1,2.9,1.4,0.3,2.5
Raja Bell,PHX,2006,78,37.4,14.7,5.3,12.2,2.6,6.4,1.5,1.9,0.6,2.6,2.5,0.6,0.3,1.1
Kyle Korver,PHI,2006,74,30.9,14.4,5.0,11.4,1.8,4.1,2.6,2.8,0.4,3.1,1.4,0.8,0.3,1.6
Tayshaun Prince,DET,2006,82,36.6,14.3,5.6,12.2,1.0,2.6,2.1,2.7,1.8,3.5,2.8,0.6,0.7,1.2
Raymond Felton,CHA,2006,78,36.3,14.0,5.0,13.1,1.3,4.0,2.6,3.3,0.7,2.8,7.0,1.5,0.1,2.9
T.J. Ford,TOR,2006,75,29.9,14.0,5.2,12.0,0.3,0.9,3.2,3.9,0.7,2.4,7.9,1.3,0.1,3.1
Danny Granger,IND,2006,82,34.0,13.9,4.9,10.6,1.3,3.5,2.9,3.6,1.4,3.3,1.4,0.8,0.7,1.6
